YEAR,COUNTY,AGENCY NAME,Total Arrests WHITE,Total Arrests BLACK,Total Arrests INDIAN,Total Arrests ASIAN,Murder,,,,Manslaughter,,,,Rape^,,,,Robbery,,,,Aggravated Assault,,,,Aggravated Stalking,,,,Burglary,,,,Larceny/Theft - Pocket Picking,,,,Larceny/Theft - Purse Snatching,,,,Larceny/Theft - Shoplifting,,,,Larceny/Theft - From Building,,,,Larceny/Theft - From Coin Operated Device,,,,Larceny/Theft - From Motor Vehicle,,,,Larceny/Theft - Bicycles,,,,Larceny/Theft - Motor Vehicle Parts,,,,Larceny/Theft - All Other,,,,Motor Vehicle Theft,,,,Kidnap/Abduction,,,,Arson,,,,Simple Assault,,,,Simple Stalking,,,,Drugs/Narcotics,,,,Drugs/Narcotics Equipment,,,,Bribery,,,,Embezzlement,,,,Fraud - False Pretenses/Swindling,,,,Fraud - Credit Card/ATM,,,,Fraud - Impersonation,,,,Fraud - Welfare,,,,Fraud - Wire,,,,Counterfeit/Forgery,,,,Extortion/Blackmail,,,,Intimidation,,,,Prostitution,,,,Fondling,,,,Obscenity,,,,Other Part II Sex Offenses,,,,Buy/Receive/Poss. Stolen Property,,,,DUI,,,,Destruction/Damage/Vandalism,,,,Gambling,,,,Weapons Violations,,,,Liquor Law Violations,,,,Miscellaneous,,,
2019,Palm Beach,Westlake Police Department,2,0,0,0,1,6,0,0,0,1,0,0,9,12,0,0,9,54,0,0,59,158,1,1,2,2,0,0,34,52,0,0,0,0,0,0,3,12,0,0,48,119,0,0,3,4,0,0,0,0,0,0,18,62,0,1,4,0,0,0,0,4,0,0,47,96,0,0,24,73,0,1,0,1,0,0,1,2,0,0,142,266,0,2,0,1,0,0,48,259,0,1,34,32,0,1,0,0,0,0,3,0,0,0,10,13,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,45,22,0,2,0,0,0,0,4,1,0,0,9,13,0,0,3,3,0,1,87,30,0,0,17,39,0,0,0,0,0,0,7,93,0,0,87,96,0,1,289,500,1,5
2019,Pasco,DABT - Pasco,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,Pasco,DOC Inspector General - Pasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0
2019,Pasco,Dade City Police Department,414,185,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Pasco,FHP - Pasco Co,736,76,3,5,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,8,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,19,14,0,0,5,6,0,0,0,0,0,0,0,0,0,0,44,37,0,0,1,1,0,0,99,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,4,1,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,150,65,1,2
2019,Pasco,FWC - Pasco,68,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,29,2,3,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,11,0,0,0
2019,Pasco,New Port Richey Police Department,"1,190",224,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0
2019,Pasco,Pasco County Sheriff's Office,"13,866","1,820",15,79,0,0,0,0,1,0,0,0,3,3,0,0,10,3,0,0,44,12,0,0,3,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,30,6,0,1,13,0,0,0,0,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,8,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,179,32,0,3,3,0,0,0,255,52,1,2,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,5,1,0,0,73,11,0,4,7,3,0,0,0,0,0,0,10,4,0,0,43,4,0,0,413,80,0,2
2019,Pasco,Zephyrhills Police Department,691,115,2,5,8,2,0,0,0,0,0,0,58,11,0,0,97,29,0,1,389,50,2,2,0,0,0,0,242,21,0,0,0,0,0,0,0,0,0,0,675,107,2,9,0,0,0,0,0,0,0,0,260,105,0,0,34,4,0,0,21,6,0,0,359,31,0,1,182,50,0,0,18,2,0,0,11,2,0,0,"2,551",391,1,20,27,2,0,0,"1,790",233,4,6,54,4,0,1,0,0,0,0,19,1,0,0,324,33,0,0,58,5,0,0,64,11,1,1,1,0,0,0,1,0,0,0,69,8,0,1,6,1,0,0,16,8,0,0,6,0,0,0,28,2,0,0,26,0,0,0,40,16,0,1,80,3,0,0,231,17,1,1,175,21,0,2,1,0,0,0,142,24,1,0,12,2,0,2,"5,791",618,3,31
2019,Pinellas,Belleair Beach Police Department,59,6,0,0,1,1,0,0,0,0,0,0,6,0,0,0,5,1,0,0,20,7,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,172,18,0,1,4,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,96,17,0,1,0,0,0,0,209,29,0,1,6,2,0,0,0,0,0,0,1,2,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,19,2,0,1,9,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,95,18,0,1
2019,Pinellas,Belleair Bluffs Police Department,62,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0
2019,Pinellas,Belleair Police Department,27,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,3,0,1
2019,Pinellas,City of Seminole,505,69,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0
2019,Pinellas,Clearwater Police Department,"4,555","1,868",18,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,88,11,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,13,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,70,8,0,0,0,0,0,0,58,9,0,1,7,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,0,2,0,0,0,0,0,0,0,0,2,0,1,35,2,0,0,83,13,0,0
2019,Pinellas,DABT - Pinellas,7,2,1,0,0,2,0,0,0,0,0,0,10,16,0,0,10,33,0,0,109,67,1,1,0,0,0,0,41,26,0,0,1,0,0,0,0,0,0,0,301,114,7,2,18,6,0,0,0,0,0,0,41,34,0,0,10,0,0,0,2,0,0,0,50,12,0,0,36,26,0,1,0,2,0,0,1,1,0,0,421,194,2,4,0,0,0,0,721,506,3,7,63,31,0,0,0,0,0,0,17,10,1,1,26,11,0,0,11,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,7,0,0,0,1,0,0,127,57,0,3,16,8,1,2,2,0,0,0,1,0,0,0,9,2,0,0,7,0,0,0,380,50,0,6,20,15,0,0,0,0,0,0,9,11,0,0,570,66,2,2,"1,518",555,1,43
2019,Pinellas,DIFS - Pinellas,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,1,0
2019,Pinellas,DOC Inspector General - Pinellas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2019,Pinellas,Dunedin Police Department,574,87,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Pinellas,FHP - Pinellas Park,109,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,4,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,13,5,0,0,2,0,0,0,0,0,0,0,5,2,0,0,1,2,0,0,1,0,0,0,11,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,120,16,0,2,0,0,0,0,47,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,91,3,0,2,3,1,0,0,0,0,0,0,1,0,0,0,16,1,0,0,153,29,1,6
2019,Pinellas,FWC - Pinellas,212,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
2019,Pinellas,Gulfport Police Department,203,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,24,0,0
2019,Pinellas,Indian Rocks Beach PD,137,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,2,0,0,0,0,0,0,3,9,0,0,2,2,0,0,0,0,0,0,10,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,25,5,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,66,43,0,0
2019,Pinellas,Indian Shores Police Department,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,34,5,0,0
2019,Pinellas,Kenneth City Police Department,55,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
2019,Pinellas,Largo Police Department,"2,511",778,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,5,0,0,1,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,7,0,0
2019,Pinellas,Madeira Beach Police Department,283,16,0,3,3,3,0,0,0,0,0,0,6,2,0,0,12,7,0,1,42,21,0,2,0,0,0,0,37,16,0,0,0,0,0,0,0,0,0,0,228,67,0,1,4,5,0,0,0,0,0,0,21,8,0,0,3,1,0,0,5,3,0,1,49,14,0,0,5,10,0,0,5,0,0,0,5,2,0,0,355,105,0,2,0,0,0,0,219,125,0,3,34,6,0,0,0,0,0,0,4,0,0,0,30,12,0,0,7,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,13,0,0,0,13,1,0,0,10,0,0,0,275,28,1,5,38,14,0,0,0,0,0,0,6,12,0,0,0,0,0,0,"1,053",305,5,16
2019,Pinellas,North Redington Beach PD,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,1,0,2,1,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,61,5,0,0
2019,Pinellas,Oldsmar Police Department,195,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
2019,Pinellas,Pinellas County Sheriff's Office,"5,892","2,168",3,105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,5,0,0,1,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,51,8,0,0
2019,Pinellas,Pinellas Park Police Department,"1,572",417,3,35,3,0,0,0,0,0,0,0,2,3,0,0,9,6,0,0,126,38,1,2,1,3,0,0,85,27,0,0,0,0,0,0,4,2,0,0,75,13,0,0,22,1,0,0,0,0,0,0,41,35,0,2,10,1,0,0,2,0,0,0,103,28,0,2,39,28,0,0,7,0,0,0,0,0,0,0,"1,023",256,1,13,5,3,0,0,702,288,0,14,99,21,0,2,0,0,0,1,2,0,0,0,101,39,0,1,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,1,0,0,1,229,126,0,5,1,0,0,0,3,0,0,0,0,0,0,0,8,2,0,0,12,5,0,0,317,54,0,8,56,9,0,1,0,0,0,0,16,16,0,1,144,13,0,1,"2,617","1,148",1,51
2019,Pinellas,Redington Beaches Police Department,32,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,7,3,0,0,43,19,0,3,0,0,0,0,19,5,0,0,4,1,0,0,2,1,0,0,202,33,0,0,18,4,0,0,0,0,0,0,21,7,0,0,1,1,0,0,2,1,0,0,20,5,0,1,13,5,0,0,1,0,0,0,3,0,0,0,273,82,1,7,2,0,0,0,156,39,0,3,17,2,0,0,0,0,0,0,1,0,0,0,11,1,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,1,0,0,5,0,0,0,161,30,0,7,19,4,0,0,0,0,0,0,7,4,0,0,54,3,1,3,475,162,1,10
2019,Pinellas,Safety Harbor Police Department,199,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
2019,Pinellas,South Pasadena Police Department,102,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,1,0,0,0,19,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,42,17,0,1
2019,Pinellas,St. Pete Beach Police Department,363,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,26,6,0,0
